"","human","mouse"
"7788",80746,381802
"7789",63924,14311
"7790",4135,17760
"7791",3672,109700
"7792",10420,230661
"7793",79789,94040
"7794",340596,237091
"7795",51474,65970
"7796",81706,76142
"7797",113178,56214
"7804",2629,14466
"7805",9070,23808
"7806",10267,51801
"7807",55334,328133
"7808",2158,14071
"7809",10376,22143
"7810",26973,66917
"7811",3239,15433
"7812",10123,320982
"7813",25794,238021
"7814",144423,319804
"7815",8438,19366
"7816",7084,57813
"7817",23462,15213
"7818",7374,22256
"7819",9244,12931
"7820",79144,66496
"7821",131,11529
"7822",25936,381318
"7823",148281,54524
"7824",347404,236285
"7825",125058,207592
"7826",54790,214133
"7827",1947,13641
"7829",80742,75210
"7830",8804,433375
"7831",83443,66125
"7832",84885,66220
"7833",79947,67422
"7834",57153,68682
"7835",6830,20926
"7836",6441,20390
"7837",1144,11447
"7838",2194,14104
"7839",60313,77110
"7840",284406,330502
"7841",5764,19242
"7842",6262,20191
"7843",7030,209446
"7844",51715,19335
"7845",5087,18514
"7846",11082,71690
"7847",60484,73940
"7848",123920,68119
"7849",3157,208715
"7850",5932,225182
"7851",150,11551
"7852",27189,234836
"7853",57463,229715
"7854",6142,76808
"7855",5880,19354
"7863",197,11625
"7864",55274,72057
"7865",4893,18176
"7866",9099,53376
"7867",343263,68753
"7868",6285,20203
"7869",94025,73732
"7870",5626,19127
"7871",6710,20741
"7872",85313,67418
"7873",57719,382014
"7874",26353,80888
"7875",51393,22368
"7876",83939,229317
"7877",1641,13193
"7878",55729,54343
"7879",9314,16600
"7880",1240,14747
"7881",26234,242960
"7882",10491,56693
"7883",10260,102442
"7884",10419,27374
"7885",10278,13644
"7886",85403,74427
"7887",26191,19260
"7888",11085,71078
"7889",84614,240869
"7890",8029,65969
"7891",79990,217198
"7892",51585,74737
"7893",200186,74343
"7894",1233,12773
"7895",2861,14763
"7896",4051,72054
"7897",83941,94043
"7898",63931,64659
"7899",1536,13058
"7900",54891,227195
"7901",55142,66296
"7902",27255,53870
"7903",51249,230657
"7904",245913,77673
"7905",4122,140481
"7906",10139,76688
"7907",23007,269437
"7908",7675,434377
"7909",51475,29866
"7910",51285,70784
"7911",112950,80509
"7912",348487,277743
"7913",5999,19736
"7914",4286,17342
"7915",80207,403187
"7916",5191,18634
"7917",23029,52202
"7918",9118,226180
"7919",126789,433813
"7920",3430,70110
"7921",1207,12729
"7924",1394,12921
"7925",8535,12418
"7926",4988,18390
"7927",124817,68107
"7928",668,26927
"7929",4194,17248
"7930",10750,71520
"7931",388662,229706
"7932",55095,233033
"7935",25831,207304
"7937",117178,99167
"7938",7134,21924
"7939",11218,53975
"7940",7402,22288
"7941",246329,237611
"7942",1301,12814
"7943",5906,109905
"7944",4300,70122
"7945",2896,14824
"7946",84034,246707
"7947",10444,227693
"7948",79738,71769
"7949",339345,378430
"7952",127262,67808
"7953",6434,20462
"7954",91768,63955
"7955",1468,27376
"7956",9518,23886
"7957",83873,229714
"7958",5909,110351
"7959",79639,68777
"7960",79770,69672
"7961",4759,23956
"7962",146853,66330
"7963",5495,19043
"7964",79414,233067
"7965",55038,71963
"7967",162979,63872
"7968",1124,69993
"7969",8510,26561
"7970",79574,99662
"7971",7293,22163
"7972",80055,241062
"7973",51626,213575
"7974",79149,170734
"7975",85479,66326
"7976",3683,16408
"7977",4157,17199
"7978",11214,75547
"7979",54504,71287
"7980",271,109674
"7981",4137,17762
"7982",81797,258832
"7983",6553,277973
"7984",6002,71729
"7985",79020,105351
"7987",55171,70573
"7988",6230,75617
"7989",389072,241075
"7990",3418,269951
"7991",8747,56622
"7992",5139,54611
"7993",10188,51789
"7994",7482,22414
"7995",3752,56543
"7996",51206,243816
"7997",26528,70248
"7998",494115,19655
"7999",2948,14865
"8000",6694,75396
"8001",8303,20621
"8002",144233,75284
"8003",3743,16495
"8004",4352,17480
"8006",137970,210801
"8007",51504,67674
"8008",5211,18641
"8009",6284,20196
"8010",128209,75753
"8011",5168,18606
"8012",10287,56470
"8013",51594,71169
"8017",204851,15257
"8018",79858,208583
"8021",79677,67241
"8022",10025,216154
"8023",5636,212627
"8024",3710,16440
"8025",54499,68944
"8026",27125,93736
"8028",8992,11974
"8029",572,12015
"8030",58505,66357
"8031",9512,73078
"8032",10211,14251
"8033",79896,208967
"8034",56829,78781
"8035",5609,26400
"8036",9465,432442
"8037",51382,73834
"8038",29909,229323
"8042",3586,16153
"8045",164091,71904
"8046",7091,21888
"8047",6792,382253
"8048",57645,71592
"8049",4057,17002
"8050",253558,225010
"8051",399687,360013
"8052",57097,101187
"8053",10061,27407
"8054",26696,18330
"8055",286,11733
"8056",9162,320127
"8057",56548,60322
"8058",401027,102637189
"8059",284129,268512
"8060",9726,233905
"8061",50831,574417
"8067",23317,235567
"8068",8786,50782
"8069",7077,21858
"8070",157769,210998
"8071",26121,68988
"8072",54834,14547
"8073",2339,14272
"8074",5916,19411
"8075",51733,103149
"8076",4689,17972
"8077",50489,246278
"8078",338692,68423
"8079",7079,110595
"8080",23355,209018
"8081",8647,27413
"8082",79629,77090
"8083",55599,67225
"8084",85440,67299
"8085",80208,214585
"8086",93627,271981
"8087",80830,71939
"8088",220323,102644
"8089",64779,234814
"8090",94,11482
"8091",648,12151
"8092",286319,69136
"8093",5662,73728
"8094",7163,21985
"8095",121643,116810
"8096",23361,320683
"8097",57326,229534
"8098",818,12325
"8099",998,12540
"8100",333926,71887
"8101",608,21935
"8107",51646,383295
"8108",84440,268451
"8109",57017,67914
"8110",1945,13639
"8111",680,12209
"8112",29925,331026
"8118",10668,68755
"8119",2900,110637
"8120",54960,237221
"8121",219956,258097
"8122",726,12337
"8123",1384,12908
"8124",3890,16680
"8125",4249,107895
"8126",92960,69129
"8127",6135,67025
"8128",8996,78688
"8135",763,12352
"8136",54700,106298
"8137",57057,57246
"8138",3476,18518
"8139",23604,13143
"8140",7498,22436
"8141",163,71770
"8147",64215,13418
"8148",134957,78808
"8149",9625,11302
"8150",26499,27260
"8151",4717,66377
"8152",56262,241296
"8153",55432,226418
"8154",8314,104416
"8155",201255,217366
"8156",340481,68268
"8157",54795,68667
"8158",113419,21766
"8159",3727,16478
"8160",56681,20224
"8161",23028,99982
"8162",84866,71687
"8163",3909,16774
"8164",255104,77056
"8165",160851,380921
"8166",27329,30924
"8167",134353,72290
"8168",6521,20533
"8169",10630,14726
"8170",143241,69496
"8171",79646,211347
"8172",8672,230861
"8173",7008,21685
"8174",54543,66169
"8175",283948,621239
"8176",23173,75624
"8177",493829,434246
"8178",63934,384763
"8179",338376,230405
"8180",167,78081
"8181",344901,239790
"8182",79798,233912
"8183",5150,18583
"8184",8735,544791
"8185",3290,15483
"8186",23705,54725
"8187",56288,93742
"8188",8925,235439
"8189",25828,56551
"8190",64858,140917
"8191",553,26361
"8192",84549,67920
"8193",6634,67332
"8194",23129,67784
"8195",154075,268288
"8196",5726,387513
"8197",55166,83815
"8198",26291,56636
"8199",51202,67755
"8200",136242,67690
"8201",54815,234366
"8202",57685,320508
"8203",9817,50868
"8204",84660,208908
"8206",4185,11488
"8207",1982,13690
"8208",51450,20204
"8209",23011,216344
"8210",80210,78795
"8211",130075,258381
"8212",29986,214922
"8213",9659,83679
"8214",9079,16826
"8215",9754,236920
"8216",23230,271564
"8217",6093,19877
"8218",26034,320495
"8219",7566,52712
"8220",286410,320940
"8221",23038,230796
"8222",79714,66658
"8223",54788,56709
"8224",2872,17347
"8225",26993,54194
"8226",11326,278180
"8227",1486,74245
"8228",6100,55934
"8229",4723,17995
"8230",23534,320938
"8231",4608,53311
"8232",9287,209512
"8233",4291,17349
"8234",54737,75339
"8235",60312,70292
"8236",3716,16451
"8237",3208,15444
"8238",6559,20497
"8239",9669,226982
"8240",55732,381306
"8241",5829,19303
"8242",4440,17690
"8243",10456,23897
"8244",4899,18181
"8245",4731,78330
"8246",6695,20745
"8247",79157,69900
"8248",9444,19317
"8249",1650,13200
"8251",64806,140806
"8253",79590,67707
"8254",65009,234593
"8255",18,268860
"8256",197322,257633
"8257",56477,56838
"8258",11318,11536
"8259",54923,72699
"8260",10052,14615
"8261",79939,270066
"8262",284252,106931
"8263",8848,21807
"8267",8140,20539
"8268",8027,20844
"8269",26504,94220
"8270",285761,66686
"8271",51667,53312
"8272",158835,245532
"8273",59352,329252
"8274",60401,245527
"8277",399671,101055670
"8280",10914,18789
"8281",1965,13665
"8282",6341,52892
"8283",10808,15505
"8284",6001,67865
"8289",344657,68307
"8290",2561,14401
"8291",9187,214111
"8292",9271,57749
"8293",57019,109006
"8294",5062,224105
"8295",10137,75710
"8296",9790,213895
"8299",26658,258305
"8300",51449,66881
"8301",10380,23827
"8302",4666,17938
"8303",9350,12622
"8304",4781,18028
"8305",27077,27078
"8306",2187,237211
"8307",64093,64075
"8308",11277,22040
"8309",173,280662
"8310",79068,26383
"8311",53829,74191
"8312",22986,66673
"8313",8632,69926
"8314",79608,320360
"8315",1511,13035
"8317",766,12354
"8318",83401,12686
"8319",9441,70625
"8320",57567,79233
"8321",4090,17129
"8322",158830,245536
"8323",6203,76846
"8324",147965,73833
"8325",83714,60345
"8326",11077,74377
"8327",10272,83554
"8328",55285,237073
"8329",712,12259
"8330",79781,74918
"8331",27128,72318
"8332",132949,231326
"8333",2637,14472
"8334",8674,53330
"8335",55070,76375
"8336",11126,54215
"8337",5352,26432
"8338",51042,68040
"8339",4774,18027
"8340",148870,381580
"8341",1153,12696
"8342",5116,18541
"8343",260293,81906
"8344",23499,11426
"8345",462,11905
"8346",150677,260301
"8347",121278,216343
"8348",79760,69731
"8349",374403,108995
"8350",55024,242248
"8351",9231,71228
"8352",5110,18537
"8356",79571,74375
"8357",375318,208760
"8358",348,11816
"8359",5420,27205
"8360",1949,13643
"8361",4595,70603
"8362",10886,104443
"8363",78992,74766
"8364",96459,216742
"8365",51292,105446
"8366",84967,116748
"8367",64108,67775
"8368",10623,74414
"8369",6854,20965
"8370",1305,12817
"8371",9039,22200
"8372",284451,382384
"8373",2009,68519
"8374",91368,52626
"8375",285381,105638
"8376",60506,236690
"8377",195828,238673
"8378",9182,237504
"8379",714,12262
"8380",282679,66333
"8381",4621,17883
"8382",22902,52822
"8383",9468,236899
"8384",131540,245308
"8385",3161,15366
"8386",832,12345
"8387",1446,12990
"8388",1198,102414
"8393",57228,207818
"8394",60385,22116
"8395",50636,404545
"8396",6913,21384
"8397",6885,26409
"8398",22848,269774
"8399",9581,213760
"8400",23382,74340
"8401",51629,68066
"8402",4905,18195
"8405",3238,15432
"8406",254879,258387
"8407",124245,76014
"8408",130132,74013
"8409",2627,14465
"8410",149647,619288
"8411",7316,22190
"8412",123624,244071
"8413",117283,271424
"8414",2048,13844
"8418",55626,228361
"8419",64699,140765
"8420",6941,106795
"8421",127,26876
"8422",84698,353025
"8423",2917,108073
"8425",2877,14776
"8426",6583,30805
"8427",151903,72654
"8428",3234,15437
"8429",1337,12861
"8430",2054,13852
"8431",5155,18591
"8432",11329,106504
"8433",54843,83671
"8434",23328,70097
"8435",6403,20344
"8436",54922,69903
"8437",55312,54391
"8438",84272,67864
"8439",4232,17294
"8440",4625,140781
"8441",54436,231147
"8442",7982,64213
"8443",79102,213211
"8444",6665,20670
"8445",2572,14417
"8446",29947,54427
"8447",4435,12705
"8448",1215,17228
"8449",50865,15199
"8450",56269,210145
"8451",91694,244421
"8452",80230,216724
"8453",2879,625249
"8454",1311,12845
"8455",54930,219072
"8456",140456,68854
"8457",57677,243906
"8458",255349,333048
"8459",23607,12488
"8460",5525,226849
"8461",7408,22323
"8462",10418,233744
"8475",51291,78816
"8476",84991,76938
"8477",9435,54371
"8479",22800,66922
"8480",84911,233060
"8481",9093,83945
"8482",27324,244579
"8483",85450,414801
"8484",9437,17086
"8485",221400,210510
"8486",11101,11907
"8487",5929,213464
"8488",3171,15377
"8489",79962,72778
"8490",8741,69583
"8491",5133,18566
"8492",339896,73748
"8493",114771,242100
"8494",3671,26968
"8495",22926,226641
"8496",81603,93679
"8497",2257,14167
"8498",55966,230959
"8499",23623,72296
"8500",51002,69786
"8501",9759,208727
"8502",55892,80732
"8503",4320,17385
"8505",6687,234847
"8511",547,16560
"8513",951,12493
"8514",64224,80517
"8515",4983,94190
"8516",219983,258673
"8517",80139,353310
"8518",4259,66447
"8519",116988,213990
"8520",491,11941
"8521",118881,69156
"8522",9650,67472
"8523",56993,223696
"8524",55616,230837
"8525",80829,109910
"8526",132954,79455
"8527",10653,20733
"8528",84233,66271
"8529",1448,12994
"8530",7422,22339
"8531",8972,232714
"8532",5986,19719
"8533",10144,58909
"8534",10753,73647
"8535",81035,140792
"8536",3797,16570
"8537",653583,232970
"8538",5925,19645
"8539",26999,76884
"8540",219409,14842
"8541",84248,69823
"8542",5151,18584
"8543",90957,106794
"8544",60561,72772
"8545",5350,18821
"8546",6330,399548
"8547",6141,19899
"8548",6347,20296
"8549",9478,29867
"8550",8549,14160
"8551",362,11830
"8552",84335,67605
"8553",125061,71562
"8554",148789,97884
"8555",10875,14190
"8556",64127,257632
"8559",6247,20147
"8560",50619,23853
"8561",8086,223921
"8562",11188,64652
"8563",23008,76788
"8564",25852,74125
"8565",9493,71819
"8566",122664,219038
"8567",1395,12922
"8568",6623,20618
"8569",26548,26549
"8570",152189,70031
"8571",11266,80915
"8572",22937,235623
"8573",51540,50880
"8574",4850,53621
"8575",9646,22083
"8576",144100,233765
"8577",5741,19226
"8578",170506,72162
"8579",8905,108012
"8581",196513,319618
"8582",4133,17756
"8583",3708,16438
"8584",26145,272359
"8585",64783,229700
"8586",222484,140887
"8587",613,110279
"8588",27120,50722
"8589",10265,54352
"8590",79731,244141
"8591",26750,320119
"8592",10489,230654
"8593",57539,74682
"8594",4848,72068
"8595",84661,66310
"8596",10437,65972
"8597",8398,53357
"8598",84456,237339
"8599",6778,20852
"8600",51422,108099
"8602",285313,242050
"8603",3738,16491
"8604",83734,66795
"8605",346653,245884
"8606",643853,100504715
"8607",10129,320365
"8608",84944,98558
"8609",22808,17532
"8610",55282,270091
"8611",22849,208922
"8612",8733,14731
"8613",143162,268729
"8614",126637,71325
"8615",84274,52064
"8616",55331,66190
"8617",25803,30051
"8618",11040,18715
"8624",347051,241877
"8625",84924,72556
"8626",2742,237213
"8631",5119,234852
"8632",6602,83797
"8633",23533,320207
"8634",23760,56305
"8635",57115,384997
"8636",7180,22024
"8637",2203,14121
"8638",55145,73754
"8639",57713,353282
"8640",658,12167
"8641",55288,59040
"8642",341640,242022
"8643",654429,211187
"8644",3684,16409
"8645",2166,14073
"8646",51534,66201
"8648",5949,19661
"8649",84232,68877
"8650",64786,66687
"8651",23229,236915
"8652",5933,19650
"8653",55705,226432
"8654",2334,14266
"8655",26020,65107
"8656",8473,108155
"8657",9749,215789
"8658",58475,109225
"8659",25974,67096
"8660",10081,50996
"8661",2984,14917
"8662",207,11651
"8663",64981,94065
"8664",149420,230809
"8665",158219,69863
"8666",5894,110157
"8669",10523,27967
"8670",10309,218630
"8671",150094,17691
"8672",2770,14677
"8673",113828,213956
"8674",83660,70549
"8675",51751,75689
"8676",125997,234988
"8677",434,50518
"8678",5375,18857
"8679",9616,19823
"8680",23305,216739
"8681",25959,235041
"8682",23105,320027
"8683",9685,216705
"8693",8784,21936
"8694",8643,19207
"8695",587,12036
"8696",57664,69217
"8697",1653,104721
"8698",2968,14885
"8699",56649,214523
"8700",284656,230735
"8701",86,56456
"8702",6726,27058
"8703",23264,20286
"8704",10891,19017
"8705",3799,16573
"8706",55957,75660
"8707",3182,15384
"8708",9181,16800
"8709",8443,14712
"8710",2354,14282
"8711",84187,209497
"8712",476,11928
"8724",5199,18636
"8725",4121,17155
"8726",27020,20320
"8727",10611,56376
"8728",978,72269
"8729",168667,73230
"8730",4052,268977
"8731",27123,56811
"8732",339488,332937
"8733",3749,99738
"8738",2547,14375
"8739",221476,74116
"8740",2521,233908
"8741",84063,243911
"8742",5429,80905
"8743",57594,239099
"8744",148113,68709
"8745",8289,93760
"8746",3655,16403
"8747",80021,96957
"8748",92105,101861
"8749",5058,18479
"8750",80342,215243
"8751",25769,76376
"8752",64121,54170
"8753",55193,66923
"8754",2702,14613
"8755",4303,54601
"8756",129563,208718
"8757",57407,67824
"8760",7073,21843
"8761",8409,22294
"8762",23390,320150
"8763",9296,66144
"8764",2936,14782
"8765",84286,72392
"8766",27006,67112
"8767",56893,94232
"8768",3490,29817
"8769",2519,66848
"8770",25804,50783
"8771",54531,70427
"8774",5903,19386
"8775",23412,12238
"8776",493911,73373
"8777",27254,105859
"8778",140545,56874
"8779",7472,22413
"8780",54741,230514
"8781",340554,547176
"8782",90956,57869
"8783",55160,72754
"8784",51091,211006
"8785",9635,229933
"8786",146330,214931
"8787",3033,15107
"8788",139341,72018
"8789",343069,15381
"8790",5898,56044
"8791",6528,114479
"8792",136991,74068
"8793",9095,83993
"8794",1870,242705
"8795",151827,71827
"8796",8139,209239
"8797",4849,232791
"8798",8517,16151
"8799",158326,329872
"8800",112755,56216
"8801",25979,216820
"8802",51411,668218
"8803",7473,22415
"8804",1404,12950
"8805",51295,26940
"8806",54878,74388
"8807",375341,112418
"8808",9696,230872
"8809",9489,74451
"8810",222235,320118
"8811",90135,399566
"8812",9439,70208
"8813",55763,69940
"8814",8660,384783
"8815",10617,70527
"8816",5009,18416
"8817",23624,80794
"8818",9050,19201
"8819",27129,29818
"8820",2914,268934
"8821",4864,18145
"8822",79668,52552
"8823",133746,57748
"8824",7372,22247
"8825",84313,28084
"8827",2535,57265
"8828",79663,66667
"8829",57140,108657
"8830",824,12334
"8831",1315,70349
"8832",55534,433586
"8833",25940,72722
"8834",6390,67680
"8835",136259,619665
"8836",121536,11569
"8837",11154,11782
"8838",81544,233552
"8839",126272,434156
"8840",5717,69077
"8841",23352,69116
"8842",2733,74412
"8843",23645,17872
"8844",55164,72171
"8845",147111,77583
"8846",9865,66873
"8847",9829,72685
"8848",6882,68776
"8849",56990,72729
"8850",258,11698
"8851",58531,19120
"8852",148581,381534
"8853",57512,241263
"8854",65987,233529
"8855",3164,15370
"8856",84318,67200
"8857",27302,12154
"8858",4925,53322
"8859",2098,13885
"8860",122704,68836
"8861",114960,116732
"8862",170384,73068
"8863",1647,13197
"8864",9175,71751
"8865",26037,217692
"8866",116369,224661
"8867",64393,22401
"8868",11313,26394
"8870",146712,210004
"8873",51071,232449
"8880",6873,319944
"8881",136306,320590
"8882",3321,78908
"8883",5872,68328
"8884",28973,66973
"8885",23474,66071
"8886",8676,74732
"8887",53405,224796
"8888",7881,16497
"8889",55351,64293
"8890",10401,229615
"8891",25902,270685
"8892",404217,330695
"8893",6209,20054
"8894",8175,20222
"8895",375189,382562
"8896",83871,19376
"8897",64840,53627
"8898",344838,75552
"8899",140883,64453
"8900",4154,56758
"8901",4682,26425
"8902",163115,74352
"8903",190,11614
"8904",27197,319200
"8905",125965,333182
"8906",10693,12467
"8907",2319,14252
"8908",23503,211978
"8917",57633,16979
"8918",25827,72179
"8919",23085,111173
"8920",51268,19193
"8921",528,66335
"8922",5064,18483
"8923",3609,16201
"8924",23195,100019
"8925",84750,171167
"8926",5924,19418
"8927",7265,66827
"8928",22978,76952
"8929",4222,17285
"8930",6894,212728
"8931",64764,208647
"8932",84807,243910
"8933",333929,30927
"8934",54851,56503
"8935",3688,16412
"8936",79050,100608
"8937",127733,212190
"8938",23544,56747
"8939",931,12482
"8940",137994,270035
"8941",23473,12339
"8943",80820,67484
"8944",404037,330790
"8945",165918,70238
"8960",54587,74761
"8961",84689,383435
"8962",199731,260299
"8963",8520,107435
"8964",1583,13070
"8965",25972,67387
"8966",54947,270084
"8981",9249,20148
"8982",93643,74094
"8983",860,12393
"8984",134553,78521
"8985",10913,13608
"8986",4943,209815
"8987",6648,20656
"8988",5174,59020
"8989",4975,18378
"8990",284353,69547
"8993",285676,237758
"8994",55313,223978
"8995",127933,16589
"8998",10024,78733
"8999",10161,67168
"9000",6599,20588
"9001",84912,58246
"9002",6633,107686
"9003",30819,80906
"9004",79616,380694
"9005",11216,56697
"9006",149076,230761
"9007",6760,268996
"9008",25833,18988
"9009",3565,16189
"9010",401546,242484
"9011",338382,226421
"9012",10208,231915
"9013",23246,12181
"9014",51021,66242
"9015",7596,22756
"9016",3003,14945
"9017",55111,78670
"9018",64919,58208
"9019",29993,23969
"9020",51477,71780
"9021",25820,23806
"9022",8504,56535
"9023",54732,67511
"9024",55277,75578
"9025",5504,66849
"9027",26960,26422
"9028",127700,230751
"9029",4642,338367
"9030",340120,218440
"9031",7033,21786
"9032",3059,15163
"9033",8431,23957
"9034",79792,69146
"9035",1437,12981
"9036",55068,239188
"9037",2151,14064
"9038",23281,77521
"9039",147798,353499
"9040",10567,14470
"9041",7543,22764
"9042",11215,219181
"9043",84942,71968
"9044",310,11750
"9046",80308,319945
"9047",64785,78833
"9048",54991,230996
"9049",5051,100163
"9050",25888,243963
"9051",10062,22259
"9052",10882,23829
"9053",8837,12633
"9054",127833,20980
"9055",81858,106025
"9056",8471,16370
"9057",84694,14610
"9060",2696,381853
"9061",51440,170638
"9062",9108,54384
"9063",8028,17354
"9064",7480,22410
"9065",9923,230848
"9066",2175,14087
"9067",57634,75560
"9068",8639,11754
"9069",83741,226896
"9070",10312,27060
"9071",8938,545192
"9072",10327,58810
"9073",54821,236930
"9074",55323,67557
"9075",167555,73942
"9076",51222,69890
"9077",2739,109801
"9078",114876,64291
"9079",23476,57261
"9080",9921,50849
"9081",219699,107449
"9084",374308,74675
"9085",57171,57170
"9086",150353,57755
"9087",51119,66711
"9088",347732,76856
"9089",10184,218454
"9090",57644,668940
"9091",200539,78321
"9092",8844,16706
"9093",6276,20199
"9094",5660,19156
"9095",353189,227394
"9096",1493,12477
"9097",5875,56187
"9098",2946,68312
"9099",10865,214855
"9100",1612,69635
"9101",256987,218442
"9102",65989,106565
"9103",4919,26563
"9104",78994,233895
"9105",9955,15478
"9106",113540,100504164
"9107",6541,11987
"9108",23219,67948
"9109",2016,13796
"9110",3594,16161
"9111",6334,20273
"9112",286077,105732
"9113",2690,14600
"9114",54899,218699
"9115",10893,17391
"9116",5522,269643
"9117",54830,279706
"9118",8503,18710
"9119",145258,14836
"9120",56341,381813
"9121",84085,71865
"9122",196883,104110
"9123",56834,107173
"9124",129138,223690
"9125",5683,19166
"9126",5063,18481
"9127",3663,27056
"9128",11131,268958
"9129",55031,74996
"9130",126370,257883
"9131",80306,66999
"9132",55507,93746
"9133",124401,72615
"9134",149345,77552
"9135",3232,15434
"9136",3888,114566
"9150",9589,60532
"9151",124460,71607
"9152",8456,15218
"9153",23034,74480
"9154",5049,18475
"9155",26036,98403
"9156",6927,21405
"9159",1123,108699
"9160",57611,320563
"9161",8743,22035
"9162",5479,19035
"9163",116931,329650
"9164",127534,14621
"9165",63946,71241
"9174",4957,18286
"9175",29098,57785
"9176",9948,22388
"9177",93109,224090
"9178",728294,98314
"9179",10802,77371
"9180",10615,54141
"9181",6932,21414
"9182",81552,232023
"9183",4091,17130
"9184",259173,235633
"9185",147841,67629
"9186",783,12296
"9187",57473,269401
"9188",2972,72308
"9189",2703,14616
"9190",203068,22154
"9191",1879,13591
"9192",7756,22680
"9193",1032,12581
"9194",636,12121
"9195",117145,75778
"9196",729,12274
"9197",9855,227377
"9198",9208,16978
"9199",51298,21830
"9200",10644,319765
"9202",2980,14915
"9203",115019,320718
"9204",6746,66256
"9205",84283,71913
"9207",4974,18377
"9208",221545,69662
"9209",6538,243616
"9210",9463,18693
"9211",160857,108811
"9212",9611,20185
"9213",130026,70375
"9214",1659,217207
"9215",363,11831
"9216",79652,407831
"9217",221357,14859
"9218",6799,57429
"9219",25796,66171
"9220",1373,227231
"9221",770,12348
"9222",781,12293
"9223",1400,12933
"9224",222662,328789
"9225",2548,14387
"9226",58500,239546
"9228",51252,381337
"9229",23365,69632
"9230",125963,18322
"9231",64151,54392
"9232",25930,104831
"9233",26276,233405
"9234",167826,94222
"9235",54555,234374
"9236",55502,55927
"9237",221895,231986
"9238",83482,170729
"9239",84752,97440
"9240",7855,14367
"9241",2542,14385
"9242",387263,67912
"9243",326625,77697
"9244",10390,99712
"9245",55356,242126
"9246",4808,18072
"9247",6223,20085
"9248",220988,229279
"9249",6581,20519
"9250",80031,214968
"9251",4828,68039
"9252",285513,243385
"9253",5634,110639
"9254",123228,71599
"9255",81615,72160
"9256",3775,16525
"9257",79767,234683
"9258",166824,73246
"9259",9894,71718
"9260",10111,19360
"9261",2530,53618
"9262",3601,16169
"9263",79623,71685
"9264",23370,102098
"9265",23187,102693
"9277",80258,74405
"9280",9554,20333
"9281",83786,67457
"9282",1359,12873
"9283",2074,319955
"9284",63874,105501
"9285",1510,13034
"9286",9567,14904
"9287",6733,20817
"9288",26035,93683
"9289",93323,76478
"9290",3052,15159
"9291",65059,77300
"9292",9531,29810
"9293",22845,227697
"9294",414919,223665
"9295",7087,15898
"9296",149371,102058
"9297",55072,268749
"9298",6039,78416
"9302",3638,231070
"9303",94005,276846
"9304",7570,67255
"9305",10521,67040
"9306",8704,53418
"9307",10170,241452
"9308",4709,66495
"9309",79647,68050
"9310",57480,213783
"9311",4356,13384
"9312",146664,268510
"9313",94097,94282
"9314",5686,26442
"9315",79643,208092
"9316",6722,20807
"9317",10379,16391
"9318",54541,74747
"9319",993,12530
"9320",7535,22637
"9321",51466,14026
"9322",399473,101809
"9323",23576,69219
"9324",353238,242726
"9325",84376,320191
"9326",196385,56087
"9327",66037,75388
"9328",9547,57266
"9329",2300,14241
"9330",27252,226541
"9331",285855,66229
"9332",84251,73094
"9333",168850,627049
"9334",124044,78779
"9335",221074,277468
"9336",79573,234875
"9337",166815,68140
"9338",65975,117229
"9339",56850,54645
"9340",2251,14177
"9341",200576,18711
"9342",2918,14823
"9343",23174,142682
"9344",2705,14618
"9345",79627,70155
"9346",2013,13731
"9347",79852,71932
"9348",1633,13178
"9349",124801,268490
"9350",57113,26946
"9351",5663,19164
"9352",84700,74376
"9353",60682,98366
"9354",3635,16331
"9355",388,11852
"9356",200845,71393
"9357",223117,108151
"9369",27069,66092
"9370",115265,73284
"9371",8764,230979
"9372",441150,67101
"9373",219986,258675
"9374",23551,75141
"9375",448834,433619
"9376",23457,56325
"9377",28232,108116
"9378",201176,544817
"9379",23112,213988
"9381",7416,22333
"9382",641,12144
"9383",8031,27057
"9384",158747,76763
"9385",57453,114873
"9386",10046,333639
"9387",25903,320078
"9388",6496,20473
"9389",50626,54151
"9390",116179,640543
"9391",2131,14042
"9392",27044,56463
"9393",8417,53331
"9394",468,11911
"9395",1297,12839
"9396",79745,78785
"9398",25987,244152
"9399",23076,72462
"9400",9266,19158
"9401",83992,30785
"9402",7776,329002
"9403",64109,57914
"9404",10250,51796
"9405",56479,226922
"9407",64400,14339
"9408",200958,224116
"9409",54517,78697
"9410",10202,71412
"9411",3612,55980
"9412",92162,67020
"9413",80254,28135
"9414",11046,70484
"9415",7076,21857
"9416",53635,84113
"9417",6548,20544
"9418",9145,20972
"9419",1293,12835
"9420",55891,57275
"9421",2318,68794
"9422",54512,109075
"9423",3964,56048
"9424",64094,64074
"9425",7042,21808
"9426",55647,19332
"9427",10443,381695
"9428",92369,211949
"9429",171558,19208
"9430",6524,246787
"9431",9686,232334
"9432",55629,52830
"9433",55622,74196
"9434",79989,264134
"9435",84675,381485
"9436",7004,21679
"9437",27086,108655
"9438",80237,269344
"9439",340745,239038
"9440",55152,67789
"9441",11238,56078
"9442",23513,105782
"9443",5947,19659
"9444",23456,56199
"9445",4846,18127
"9446",26155,57741
"9448",10249,107146
"9449",9703,72503
"9451",346,11425
"9452",200403,70853
"9453",4833,56520
"9454",11130,52696
"9455",124925,20370
"9456",6273,628324
"9457",161142,70897
"9458",79918,66083
"9459",9516,56722
"9460",771,76459
"9461",64137,192663
