"","human","mouse"
"6595",10451,57257
"6596",6883,66464
"6597",6950,21454
"6598",9360,228005
"6599",51100,54673
"6600",55296,67249
"6601",5682,26440
"6602",7032,21785
"6603",54707,100210
"6604",10845,270166
"6605",23536,30947
"6606",55194,230752
"6607",2171,16592
"6608",1104,100088
"6611",23498,107766
"6612",374286,213980
"6613",4664,17936
"6614",54971,53325
"6615",3361,15563
"6616",51691,76522
"6617",2810,55948
"6618",55651,52530
"6619",55729,54343
"6620",7029,211586
"6625",55608,102334
"6626",6769,20840
"6627",1605,13138
"6628",667,13518
"6629",79634,74616
"6630",8411,216238
"6631",26355,70186
"6632",5917,104458
"6633",29087,77862
"6634",55819,59044
"6635",151011,103080
"6636",3670,16392
"6637",27034,66948
"6640",1894,13605
"6641",51101,67306
"6642",1175,232910
"6643",3005,14958
"6644",10947,64933
"6645",2733,74412
"6646",9052,232431
"6647",327,235606
"6648",84223,69707
"6649",54958,69094
"6650",7203,12462
"6651",3425,15932
"6652",9589,60532
"6653",5326,54711
"6654",29995,30937
"6655",54815,234366
"6656",79639,68777
"6657",4040,16974
"6658",3782,140493
"6659",4690,17973
"6660",84107,22774
"6661",4923,18216
"6662",240,11689
"6663",2184,14085
"6664",2720,12091
"6665",3561,16186
"6666",3480,16001
"6667",2281,14226
"6668",9630,14675
"6669",6372,20311
"6670",9953,54710
"6671",124044,78779
"6672",65990,214917
"6673",7051,21816
"6674",23258,19347
"6675",10419,27374
"6676",468,11911
"6677",8178,13716
"6678",7072,21841
"6679",1936,66656
"6680",4016,16949
"6681",2814,14729
"6682",10533,74244
"6683",9527,53334
"6685",25874,70456
"6686",2895,14804
"6687",3628,16329
"6688",23215,226562
"6689",55813,216987
"6690",10022,23919
"6691",8647,27413
"6692",11069,56508
"6693",1129,243764
"6694",54103,212167
"6695",10884,59054
"6696",2517,71665
"6697",5062,224105
"6698",7375,22258
"6699",3914,16780
"6700",55666,217365
"6701",1413,12959
"6702",10294,56445
"6703",2802,269682
"6704",1389,232430
"6705",5995,57811
"6706",8153,11858
"6707",722,12269
"6708",7031,21784
"6709",4619,17879
"6710",2692,14602
"6711",6892,21356
"6712",79794,76792
"6713",1395,12922
"6714",4594,17850
"6715",81857,75613
"6716",8028,17354
"6717",55283,171166
"6718",83786,67457
"6719",5877,98710
"6720",149986,241846
"6721",79906,76866
"6722",55509,381319
"6723",56672,57373
"6724",4000,16905
"6725",80352,386454
"6726",9731,230967
"6727",79947,67422
"6728",10269,230709
"6729",64065,64058
"6732",143,328417
"6733",3614,23917
"6734",9477,56771
"6735",1653,104721
"6736",23352,69116
"6737",23005,26390
"6738",4670,76936
"6739",79627,70155
"6740",9500,94275
"6741",6695,20745
"6742",2617,353172
"6743",22953,231602
"6744",54621,231668
"6745",91746,231386
"6746",83716,78892
"6747",6866,21334
"6748",54962,66131
"6749",81034,69906
"6750",5539,19064
"6751",51232,50766
"6752",9656,240087
"6753",8409,22294
"6754",8775,108124
"6755",79077,66422
"6756",2911,14816
"6757",9688,71805
"6758",2268,14191
"6759",81553,76820
"6760",80760,209378
"6761",2125,14027
"6762",64761,243771
"6763",64400,14339
"6764",114884,74486
"6765",9197,11416
"6766",4681,17965
"6767",55274,72057
"6768",2047,270190
"6769",55052,66448
"6770",7079,110595
"6771",1482,18091
"6772",11326,278180
"6773",2889,107746
"6774",55768,59007
"6775",199731,260299
"6776",10147,234373
"6777",79157,69900
"6778",79135,68316
"6779",253782,241447
"6780",284119,19285
"6781",51706,72017
"6782",9087,19241
"6783",22929,109079
"6784",22984,18572
"6785",7932,258469
"6786",1397,68337
"6787",4254,17311
"6788",11094,381356
"6789",1776,13421
"6790",6830,20926
"6792",440073,243621
"6793",7469,24116
"6794",6905,70430
"6795",3430,70110
"6796",54927,66075
"6797",1045,12591
"6798",5697,217212
"6799",54546,66825
"6800",8531,56449
"6801",54596,381591
"6802",6097,19885
"6803",2781,14687
"6804",25983,68966
"6805",7026,11819
"6806",4012,240028
"6807",8997,545156
"6808",22887,230700
"6809",79098,212439
"6810",79753,76793
"6811",4060,17022
"6812",11322,217353
"6813",9696,230872
"6814",9398,630146
"6815",3748,16504
"6816",6464,20416
"6817",58985,230828
"6818",23294,224650
"6819",8927,12217
"6820",150,11551
"6821",79053,381903
"6822",5634,110639
"6823",23014,231670
"6824",9001,15114
"6825",147,11548
"6826",80321,68121
"6827",23138,212706
"6828",2300,14241
"6829",79012,235604
"6830",374,11839
"6831",9442,68975
"6832",164656,71753
"6833",411,11881
"6834",57404,77951
"6835",1315,70349
"6836",2091,14113
"6837",57597,268515
"6838",11284,59047
"6839",57602,72344
"6840",79096,228356
"6841",64788,76483
"6842",9488,55981
"6843",55972,319653
"6844",3567,16191
"6845",64419,97287
"6846",81492,83434
"6847",5106,74551
"6848",6251,20163
"6849",1352,70383
"6850",51016,85308
"6851",24139,72205
"6852",267,23802
"6853",9810,233900
"6854",9695,192193
"6855",2696,381853
"6856",22937,235623
"6857",80303,98363
"6869",23129,67784
"6871",25778,213452
"6872",80173,67694
"6873",51066,243612
"6874",8449,69192
"6875",9866,330627
"6876",9605,72325
"6877",85452,544678
"6878",81035,140792
"6879",29999,56223
"6880",80775,66343
"6881",4154,56758
"6882",60681,14230
"6883",3292,15485
"6884",80144,231470
"6885",9854,71764
"6886",2289,14229
"6887",8621,69562
"6888",1002,12561
"6889",23276,270201
"6890",2002,13712
"6891",6619,77634
"6892",4313,17390
"6893",11107,70779
"6894",3687,16411
"6895",5163,228026
"6896",27314,75985
"6897",5686,26442
"6898",3383,15894
"6913",6910,21388
"6914",4091,17130
"6915",7224,22067
"6916",83483,84094
"6917",23344,23943
"6918",11340,69639
"6919",7073,21843
"6920",8811,14428
"6921",51274,16599
"6922",338,238055
"6923",4435,12705
"6924",8861,16825
"6925",4038,228357
"6926",5961,19133
"6927",23241,217893
"6928",10197,19192
"6929",64240,27409
"6930",5316,18771
"6931",10107,19824
"6932",3747,268345
"6933",10352,70560
"6934",64921,213819
"6935",10771,66505
"6936",84859,70144
"6937",4762,18014
"6938",64116,67547
"6939",6697,20751
"6940",60313,77110
"6941",799,12311
"6942",10399,14694
"6943",51163,83703
"6944",54797,67219
"6945",728215,270028
"6946",138046,76897
"6947",4292,17350
"6948",53918,105083
"6949",51665,65247
"6950",27032,235574
"6951",11046,70484
"6952",5357,102502
"6953",5636,212627
"6954",11081,16545
"6955",6954,21463
"6956",2058,107508
"6957",339105,330657
"6958",55119,66921
"6959",3204,15404
"6960",6746,66256
"6961",4638,107589
"6962",7542,81909
"6963",7388,66576
"6964",138162,69327
"6965",23370,102098
"6966",6446,20393
"6967",4811,18073
"6968",59349,240756
"6969",55027,234549
"6970",55758,214742
"6971",53832,237313
"6972",7733,210135
"6973",10100,70747
"6974",6401,20339
"6975",376267,104886
"6976",3242,15445
"6977",1643,107986
"6978",10447,27999
"6979",30846,259300
"6981",133,11535
"6982",10087,68018
"6983",9545,19340
"6984",23428,50934
"6985",4330,433938
"6986",1580,13120
"6987",79677,67241
"6988",10270,56399
"6989",10682,13595
"6990",467,11910
"6991",5058,18479
"6992",7128,21929
"6993",56648,208691
"6995",26750,320119
"6996",6492,20464
"6997",864,12399
"6998",3559,16184
"6999",8573,12361
"7000",8448,13446
"7001",9641,56489
"7002",22874,240753
"7003",602,12051
"7004",5806,19288
"7005",55113,381560
"7006",2806,14719
"7007",10899,23922
"7008",3010,107970
"7009",5794,545902
"7010",53616,11496
"7011",3482,16004
"7012",4843,18126
"7013",22876,101490
"7014",1196,12748
"7015",146227,65115
"7016",9829,72685
"7017",90956,57869
"7018",78986,66959
"7019",2825,241070
"7020",23139,17776
"7021",441151,210573
"7022",2208,14128
"7023",162427,67998
"7024",658,12167
"7025",29937,66208
"7026",79742,75905
"7027",66008,70827
"7028",27436,78798
"7029",29123,77087
"7030",25896,77065
"7031",8554,56469
"7032",5792,19268
"7033",2582,74246
"7034",221,67689
"7035",3574,16196
"7036",2191,14089
"7037",158,11564
"7038",117,11517
"7044",23043,665113
"7045",865,12400
"7046",5325,22634
"7047",1463,13004
"7048",166647,70693
"7049",10712,68521
"7050",4610,16918
"7051",367,11835
"7052",11240,18600
"7053",5152,18585
"7054",1068,26369
"7055",6809,20908
"7057",89944,244757
"7058",51052,623503
"7059",51042,68040
"7060",22848,269774
"7061",2853,436440
"7062",5334,227120
"7063",11009,93672
"7065",4350,268395
"7066",11262,20684
"7067",1610,13142
"7068",4889,18168
"7069",51614,66366
"7070",79811,66660
"7072",23384,74392
"7073",5296,18709
"7074",3882,16670
"7075",2324,14257
"7076",54413,245537
"7079",383,11846
"7080",119,11519
"7081",375790,11603
"7082",23517,72198
"7083",59344,23801
"7084",8974,18452
"7085",9462,226525
"7086",79989,264134
"7087",6632,20641
"7088",3565,16189
"7089",23165,70699
"7090",1350,12867
"7091",79155,231130
"7092",1961,13656
"7093",84561,171286
"7094",5333,18799
"7095",79718,81004
"7096",28978,75712
"7097",51379,54394
"7098",7535,22637
"7099",10256,194231
"7100",2773,14679
"7101",55166,83815
"7102",1363,12876
"7103",991,107995
"7104",6354,20306
"7105",23658,66373
"7106",2842,14760
"7107",397,11857
"7108",11214,75547
"7111",23603,23790
"7112",54896,212555
"7113",4915,18212
"7114",7398,230484
"7115",26548,26549
"7116",9659,83679
"7117",6253,20167
"7118",60314,60315
"7119",1409,12954
"7120",156,110355
"7121",2786,14706
"7143",2317,286940
"7144",829,12340
"7145",9806,94214
"7146",29922,171567
"7147",4669,27419
"7148",57211,215798
"7149",2197,14109
"7152",28232,108116
"7166",8425,108075
"7168",140465,216459
"7169",6578,24059
"7170",760,12349
"7171",6894,212728
"7172",55277,75578
"7173",8403,20669
"7174",4922,67405
"7175",8648,17977
"7176",9957,15476
"7177",3718,16453
"7178",4036,14725
"7179",6335,20274
"7180",10392,107607
"7181",51742,94246
"7182",1200,12751
"7183",26133,56407
"7184",57818,14378
"7185",729991,72368
"7186",64342,58240
"7187",92558,75665
"7188",4340,17441
"7189",64864,319758
"7190",4618,17878
"7191",29063,78796
"7192",23585,71817
"7193",6262,20191
"7194",4291,17349
"7195",26038,269610
"7196",55607,243725
"7197",63892,240174
"7198",1282,12826
"7199",26056,52055
"7200",6469,20423
"7203",83715,56226
"7204",79729,66938
"7205",64769,70088
"7206",3783,16534
"7207",5801,19279
"7208",9519,237336
"7209",8863,18628
"7210",10202,71412
"7211",64410,207952
"7212",6861,53420
"7213",4598,17855
"7214",1024,264064
"7215",4736,19896
"7216",23492,52609
"7217",64794,227674
"7218",775,12288
"7219",51733,103149
"7220",222663,268935
"7221",25948,210973
"7222",10274,20842
"7223",585,102774
"7224",11063,214105
"7225",79734,72844
"7226",253980,233877
"7227",8993,21946
"7228",4077,17966
"7229",10293,22036
"7230",6404,20345
"7231",83759,66704
"7232",2619,14451
"7233",5339,18810
"7234",51110,212442
"7235",22986,66673
"7236",6627,68981
"7237",8671,54403
"7238",859,12391
"7239",51430,226551
"7240",10882,23829
"7241",27068,74776
"7242",6559,20497
"7243",9056,20540
"7244",55229,269614
"7245",5827,19301
"7250",54980,232196
"7251",54682,67729
"7252",7334,93765
"7253",347,11815
"7254",79050,100608
"7255",9287,209512
"7256",1939,16865
"7257",22976,55982
"7258",51104,226016
"7259",9261,17164
"7262",6500,21402
"7263",80184,216274
"7264",23019,234594
"7265",171586,106861
"7266",9123,80879
"7267",79875,207596
"7268",22996,230603
"7269",1027,12576
"7270",79852,71932
"7271",50,11429
"7272",4327,58223
"7273",6093,19877
"7276",7812,229663
"7277",7171,326618
"7278",54952,71787
"7279",5903,19386
"7280",1017,12566
"7281",6596,20585
"7282",1512,13036
"7283",823,12333
"7284",27293,100340
"7285",79957,68957
"7286",8029,65969
"7287",10922,66587
"7288",54732,67511
"7289",2134,56219
"7290",51168,17910
"7291",10286,68183
"7292",56288,93742
"7293",218,11670
"7294",7465,22390
"7295",51725,207215
"7298",1896,13607
"7299",25777,223697
"7300",158747,76763
"7301",51236,59053
"7302",7168,22003
"7303",57115,384997
"7304",6344,319229
"7305",7163,21985
"7306",25796,66171
"7307",3777,16527
"7308",115817,52585
"7309",22907,72831
"7310",6900,21367
"7311",4968,18294
"7312",65018,68943
"7313",5030,57385
"7314",11221,63953
"7315",9635,229933
"7316",3880,16669
"7317",7399,22283
"7318",9025,58230
"7319",4595,70603
"7320",54665,229675
"7321",1137,11438
"7322",55915,71835
"7323",4653,17926
"7324",10777,74100
"7325",4051,72054
"7326",2916,108072
"7327",6575,20516
"7328",64428,67563
"7329",54623,54624
"7330",158471,353211
"7331",54994,76425
"7332",83445,14840
"7333",7264,22122
"7334",54676,56055
"7335",7275,22141
"7336",7096,21897
"7337",4601,17859
"7338",10158,67182
"7339",642,104184
"7340",92822,57247
"7341",6154,19941
"7342",9100,22224
"7343",3607,68837
"7344",6720,20787
"7345",5037,76400
"7346",54434,231637
"7349",23054,56406
"7350",55840,106389
"7351",5693,19173
"7352",7379,22269
"7353",10668,68755
"7354",5518,51792
"7355",8910,20392
"7356",5336,234779
"7357",55683,226976
"7358",7004,21679
"7359",552889,382423
"7374",80212,215707
"7375",5424,18971
"7376",10924,57319
"7377",5143,110385
"7378",5929,213464
"7379",1014,12556
"7380",51696,380629
"7381",2301,30923
"7382",51702,18601
"7383",23199,382034
"7384",9249,20148
"7385",54819,67966
"7386",84928,72649
"7387",2638,14473
"7388",22854,80883
"7389",54849,23854
"7390",10285,76479
"7391",29080,52713
"7392",10227,68294
"7393",80122,22625
"7394",2203,14121
"7395",5787,19263
"7398",8622,218461
"7399",23220,207521
"7400",2981,14916
"7401",10732,277353
"7402",55024,242248
"7403",29775,105844
"7404",28977,67270
"7405",26984,317717
"7406",5516,19053
"7407",9985,56739
"7408",23369,80913
"7409",26032,382111
"7410",89845,224814
"7411",15,11298
"7412",51762,235442
"7413",150094,17691
"7414",1201,12752
"7415",4842,18125
"7416",50837,387355
"7417",10265,54352
"7418",22914,27007
"7419",27229,51885
"7420",65123,229543
"7421",9021,12702
"7422",55186,192287
"7423",8989,277328
"7424",1310,12823
"7425",271,109674
"7426",79918,66083
"7427",25937,97064
"7428",26121,68988
"7429",10021,330953
"7430",420,109978
"7431",1238,59289
"7432",8543,16911
"7433",6529,232333
"7434",79001,27973
"7435",5588,18761
"7436",6642,56440
"7437",2687,23887
"7438",4751,18005
"7439",3716,16451
"7440",23643,17087
"7441",79654,76608
"7442",6448,27029
"7443",1075,13032
"7444",11113,12704
"7445",1802,67728
"7446",5939,56516
"7447",4649,270163
"7448",51547,209011
"7449",9187,214111
"7450",572,12015
"7451",79230,72230
"7452",56829,78781
"7453",26097,66511
"7454",10616,24105
"7455",79800,241066
"7456",84065,52174
"7457",3490,29817
"7458",2918,14823
"7459",10568,20531
"7460",6498,20482
"7461",79629,77090
"7462",253982,233879
"7463",8938,545192
"7464",6874,228980
"7465",951,12493
"7466",35,11409
"7467",5872,68328
"7468",58477,20818
"7469",6622,20617
"7470",9469,53374
"7471",55127,217995
"7472",55735,230935
"7473",8877,20698
"7474",51069,27398
"7480",5471,231327
"7481",5147,18582
"7482",23476,57261
"7483",8435,223920
"7484",51282,19018
"7493",10750,71520
"7494",7771,57745
"7495",9758,333605
"7496",116138,71765
"7501",256949,80880
"7502",29097,98417
"7503",6904,108903
"7504",51281,241158
"7505",5523,235542
"7506",57591,223701
"7507",7107,83924
"7508",23028,99982
"7509",3198,15394
"7510",8906,11766
"7511",79444,329581
"7512",51266,56760
"7513",4128,17161
"7514",57198,54667
"7515",6452,24055
"7516",3714,16450
"7517",8973,11440
"7518",6870,21338
"7519",636,12121
"7520",55526,209692
"7521",301,16952
"7522",117178,99167
"7523",51188,26901
"7524",54436,231147
"7525",867,12402
"7526",5443,18976
"7528",28971,66273
"7529",4602,17863
"7530",10721,77782
"7531",863,12398
"7532",1411,12957
"7533",79663,66667
"7534",55055,68014
"7535",126298,210146
"7546",2319,14252
"7561",5429,80905
"7562",6540,14412
"7563",1907,13615
"7564",26205,229004
"7565",2120,14011
"7566",3756,16510
"7611",9686,232334
"7612",23616,20401
"7613",8611,19012
"7614",80230,216724
"7615",29889,230737
"7616",57523,277154
"7617",1952,53883
"7618",3203,15403
"7619",4750,18004
"7620",26058,227331
"7621",4625,140781
"7623",160518,320560
"7624",23576,69219
"7625",146691,216810
"7626",5789,19266
"7627",9813,230648
"7628",4794,18037
"7629",821,12330
"7630",6625,20637
"7631",10152,329165
"7632",81,60595
"7633",57572,319899
"7634",51207,27389
"7635",10864,108114
"7636",11103,52705
"7637",80895,67444
"7638",23705,54725
"7639",2571,14415
"7642",9581,213760
"7643",4534,17772
"7644",123,11520
"7645",83658,67068
"7646",5162,68263
"7647",51764,64337
"7648",10139,76688
"7649",79007,72185
"7650",51257,224703
"7651",5292,18712
"7652",131578,74488
"7653",25827,72179
"7654",80021,96957
"7655",10489,230654
"7656",8665,66085
"7657",1062,229841
"7658",781,12293
"7659",4485,15235
"7660",9682,230674
"7661",53836,84111
"7663",1359,12873
"7664",88,11472
"7665",1033,72391
"7666",332,11799
"7667",79672,238024
"7668",6599,20588
"7669",56905,74211
"7670",10893,17391
"7671",1009,12552
"7672",64757,66112
"7673",5977,19708
"7674",83752,66887
"7675",22920,16579
"7676",167,78081
"7677",10061,27407
"7678",261734,260305
"7679",6524,246787
"7680",10875,14190
"7684",322,11785
"7685",6323,20265
"7686",113,11513
"7687",9600,18739
"7688",55008,67138
"7689",80125,382077
"7690",6236,56437
"7691",2123,14017
"7692",4931,67459
"7693",93129,269999
"7694",26353,80888
"7695",6932,21414
"7696",6096,225998
"7697",55016,72925
"7698",57338,57340
"7699",9515,207227
"7700",2063,13864
"7701",7343,21429
"7702",51714,69227
"7703",6017,19771
"7709",7248,64930
"7724",5819,19294
"7725",1063,108000
"7726",3930,98386
"7727",7942,21425
"7728",8678,56208
"7729",57157,68770
"7730",54555,234374
"7731",288,11735
"7732",27120,50722
"7734",79661,72774
"7735",1141,11444
"7736",5078,18506
"7737",1415,12961
"7738",10159,70495
"7739",10963,20867
"7740",1490,14219
"7741",8456,15218
"7742",9860,269473
"7743",11196,207352
"7744",4841,53610
"7745",3001,14938
"7746",89910,117146
"7747",7753,80902
"7748",3159,111241
"7749",10388,320558
"7750",337,11808
"7751",10260,102442
"7752",6666,20667
"7755",896,12445
"7756",55781,67045
"7757",25974,67096
"7758",25915,66706
"7759",55143,52276
"7760",9320,14897
"7761",9700,105988
"7762",84759,69837
"7763",51329,65105
"7764",5934,19651
"7765",23677,98402
"7766",23336,233335
"7767",6119,68240
"7768",51422,108099
"7769",356,14103
"7770",3953,16847
"7771",50831,574417
"7782",8322,14366
"7783",8658,21951
"7784",7545,22771
"7785",9389,382113
"7786",3964,56048
"7787",731,230558
"7788",57185,74552
"7789",6777,20851
"7790",91647,246782
"7791",8325,14370
"7792",3145,15288
"7793",9861,66413
"7794",27302,12154
"7795",51073,66163
"7796",6903,72726
"7797",4217,26408
"7798",79868,67574
"7799",57333,52377
"7800",3698,16425
"7801",55341,224092
"7802",6608,319757
"7803",57134,230815
"7804",4763,18015
"7805",26019,326622
"7806",56944,99543
"7807",4985,18386
"7808",5350,18821
"7809",55585,70093
"7810",60401,245527
"7811",2782,14688
"7812",3362,15565
"7813",11318,11536
"7814",23383,74549
"7815",5445,330260
"7816",6741,20823
"7817",6390,67680
"7818",4904,22608
"7823",8503,18710
"7824",23594,56452
"7825",64789,73172
"7826",29953,237553
"7827",10273,56424
"7833",808,12315
"7835",29949,329244
"7836",27345,58802
"7837",79739,70892
"7838",4162,84004
"7839",6542,11988
"7842",85377,27008
"7843",7003,21676
"7844",741,29805
"7845",4085,56150
"7846",1786,13433
"7847",10752,12661
"7848",1311,12845
"7849",8844,16706
"7850",51146,333424
"7851",174,11576
"7852",92342,69962
"7853",8972,232714
"7854",9726,233905
"7855",6309,235293
"7856",79746,67856
"7857",3155,15356
"7858",79004,67116
"7859",23568,107566
"7860",11194,74610
"7861",64747,66868
"7862",23347,74355
"7863",22911,99512
"7864",6916,21391
"7865",2804,224139
"7866",23406,72042
"7867",55691,209630
"7868",8549,14160
"7879",202559,170771
"7880",6538,243616
"7881",6388,20316
"7882",11200,50883
"7883",5018,69089
"7884",1634,13179
"7885",59341,63873
"7886",79147,243853
"7887",1400,12933
"7888",441024,665563
"7889",9437,17086
"7890",23065,230866
"7891",9367,56382
"7892",9575,12753
"7893",3386,78369
"7894",5689,19170
"7895",11153,231630
"7896",7798,269593
"7897",4643,71602
"7900",29072,235626
"7901",9910,29809
"7902",51585,74737
"7903",90410,55978
"7904",372,213827
"7905",6927,21405
"7906",283927,67528
"7907",6543,110891
"7908",1757,192166
"7909",813,12321
"7910",79841,271813
"7911",55319,66282
"7926",6988,102791
"7928",80145,66231
"7929",23085,111173
"7930",9619,11307
"7931",54915,228994
"7932",9703,72503
"7933",10128,72416
"7936",54986,209012
"7937",1543,13076
"7938",22928,20768
"7939",23569,18602
"7940",84364,77038
"7941",4245,17308
"7942",23366,68283
"7943",2149,14062
"7944",55286,76261
"7945",1489,13019
"7946",57130,170759
"7947",3280,15205
"7948",7726,22670
"7949",4139,226778
"7950",10474,101206
"7951",51477,71780
"7952",154796,27494
"7953",65987,233529
"7954",120,27360
"7955",22837,319876
"7956",4297,214162
"7957",3757,16511
"7958",10324,228003
"7959",89870,69097
"7960",80213,68634
"7961",6867,320165
"7962",1609,110524
"7963",23251,209743
"7964",3032,231086
"7965",4242,17305
"7966",439,56495
"7970",684,69550
"7971",24137,16571
"7972",9733,53890
"7973",11030,19663
"7974",886,12425
"7975",4582,17829
"7976",29100,66320
"7977",3202,15402
"7978",1627,56320
"7979",5190,224824
"7980",64417,633640
"7981",9777,99237
"7982",10587,26462
"7983",26010,67198
"7984",8614,20856
"7985",51187,225215
"7986",6732,20815
"7987",79574,99662
"7988",54960,237221
"7989",57820,239083
"7990",6332,20272
"7991",84525,74318
"7992",2817,14733
"7993",712,12259
"7994",9465,432442
"7995",55707,66147
"7996",57007,12778
"7997",27044,56463
"7998",1855,13542
"7999",22827,67959
"8000",5531,56420
"8001",29883,18983
"8002",6439,20388
"8003",9267,19157
"8004",79870,118452
"8005",5635,67763
"8006",9616,19823
"8007",7008,21685
"8008",622,71911
"8009",6441,20390
"8010",5894,110157
"8011",1978,13685
"8012",140545,56874
"8013",63898,72281
"8014",51116,118451
"8015",80306,66999
"8016",3293,15487
"8019",10346,333307
"8020",4548,238505
"8021",3659,16362
"8022",79784,71960
"8023",56616,66593
"8024",2661,14566
"8025",9937,55947
"8026",27125,93736
"8027",55891,57275
"8028",8934,226422
"8029",80231,71398
"8030",23160,72515
"8031",22822,21664
"8032",3399,15903
"8033",57030,72961
"8034",6783,20860
"8035",152,11553
"8036",79363,76166
"8037",5978,19712
"8038",23533,320207
"8039",2323,14256
"8040",55850,67023
"8041",11176,116848
"8042",1020,12568
"8043",9783,242662
"8044",11165,56409
"8045",9045,67115
"8046",3111,15001
"8047",8506,53321
"8048",7037,22042
"8049",23527,78618
"8050",29117,26992
"8051",5660,19156
"8055",6648,20656
"8056",10170,241452
"8057",5902,19385
"8058",2826,12777
"8059",51560,270192
"8060",63976,70673
"8061",22870,243819
"8062",3708,16438
"8063",64397,20402
"8064",8745,23792
"8065",8777,17475
"8066",1982,13690
"8067",6710,20741
"8068",9159,18554
"8069",57669,226352
"8070",24140,54632
"8071",23082,226169
"8072",51592,94093
"8073",23788,56428
"8077",8735,544791
"8078",2648,14534
"8079",6205,27207
"8080",2824,14758
"8081",8140,20539
"8082",25865,101540
"8083",51367,117109
"8084",8398,53357
"8085",4097,17134
"8086",387,11848
"8087",64172,72085
"8088",23601,23845
"8089",26108,72135
"8090",9712,98910
"8091",51324,27965
"8092",5096,66904
"8093",9727,215445
"8099",8497,68507
"8100",23113,78309
"8101",6521,20533
"8102",80232,226757
"8103",11047,56436
"8104",9625,11302
"8105",4606,233199
"8106",64779,234814
"8107",1378,12946
"8108",10908,50767
"8109",2038,13828
"8110",10615,54141
"8111",2242,14159
"8112",2899,14807
"8113",9522,107767
"8114",6009,19744
"8115",2166,14073
"8116",10133,71648
"8117",79676,66627
"8118",28973,66973
"8120",22944,16588
"8122",5714,57296
"8123",5947,19659
"8124",978,72269
"8125",8323,14368
"8126",9880,320080
"8127",55732,381306
"8128",79930,27261
"8129",1329,12859
"8130",1131,12671
"8131",81790,77733
"8132",146909,70218
"8133",740,18120
"8134",10331,72297
"8135",64135,71586
"8136",1811,13487
"8137",54752,78919
"8138",1339,12862
"8139",1053,110794
"8140",64078,114304
"8141",51701,18099
"8142",3643,16337
"8143",84747,106840
"8144",81858,106025
"8145",1240,14747
"8146",7092,21892
"8147",50833,387347
"8148",8789,14120
"8149",23649,18969
"8150",1447,12991
"8151",10232,56047
"8152",9942,102448
"8153",27112,620592
"8154",307,11746
"8155",57604,319582
"8156",3227,109663
"8157",80223,75767
"8158",3684,16409
"8159",6230,75617
"8160",26234,242960
"8161",10797,17768
"8162",4478,17698
"8163",10630,14726
"8164",9468,236899
"8165",23208,229521
"8166",328,11792
"8167",9439,70208
"8168",10653,20733
"8169",79871,231571
"8170",1760,13400
"8171",1006,12564
"8172",51504,67674
"8175",241,11690
"8176",26140,101100
"8177",8733,14731
"8178",10523,27967
"8179",11313,26394
"8180",5818,58235
"8181",80149,230738
"8182",7709,22642
"8183",51065,67941
"8184",1870,242705
"8185",56893,94232
"8186",9637,225020
"8187",90326,69876
"8188",8499,327814
"8189",146712,210004
"8190",28511,71966
"8191",23554,269831
"8192",3744,242151
"8193",11285,218271
"8194",27122,50781
"8195",10766,57259
"8196",3397,15901
"8197",79369,231727
"8198",55282,270091
"8199",1545,13078
"8200",10175,12793
"8201",8766,53869
"8202",6228,66475
"8203",4899,18181
"8204",832,12345
"8205",55610,73288
"8206",55766,232440
"8211",5831,209027
"8212",10423,52858
"8213",23462,15213
"8214",3779,16533
"8215",10312,27060
"8216",1160,76722
"8217",6813,20911
"8218",4881,18160
"8219",8673,22320
"8220",6539,14411
"8221",2339,14272
"8222",4090,17129
"8223",3693,16419
"8224",7702,20841
"8225",2037,13822
"8226",9689,66882
"8227",53942,244682
"8228",79092,170720
"8229",55785,13998
"8230",23310,78658
"8231",55975,52323
"8232",80255,74150
"8233",9879,212880
"8235",9274,12055
"8236",23029,52202
"8237",11067,213393
"8238",92211,170677
"8239",1633,13178
"8240",6470,20425
"8241",26578,20409
"8242",6284,20196
"8243",84272,67864
"8244",369,11836
"8245",9212,20877
"8246",50618,20403
"8247",2322,14255
"8248",23024,55983
"8249",6227,66481
"8250",8916,73998
"8251",25833,18988
"8252",3885,16672
"8253",64748,235044
"8254",79723,64707
"8255",10239,11778
"8256",1616,13163
"8257",6631,20630
"8258",6001,67865
"8259",23331,209683
"8260",84619,229007
"8261",2697,14609
"8262",83442,73723
"8263",55650,230801
"8264",80746,381802
"8265",5994,170767
"8266",92482,100503572
"8267",3581,16199
"8268",10574,12468
"8269",9982,14181
"8270",9984,225160
"8271",51440,170638
"8272",54869,67425
"8273",5909,110351
"8274",2326,14261
"8275",3014,15270
"8276",10250,51796
"8277",23291,103583
"8278",79847,75146
"8279",3336,15528
"8280",6847,20957
"8281",3680,104099
"8282",3785,16536
"8283",6921,67923
"8284",4815,29862
"8285",79084,70465
"8286",55692,66978
"8287",64960,66407
"8288",8904,266692
"8289",8739,12123
"8291",4776,73181
"8292",4232,17294
"8293",80008,243025
"8294",7803,19243
"8295",3652,16351
"8296",5652,76560
"8297",9478,29867
"8298",1537,66445
"8299",23266,99633
"8300",51319,66880
"8301",7252,22094
"8302",10154,54712
"8303",6049,74132
"8304",6676,245865
"8305",23011,216344
"8306",25976,99929
"8307",5362,18845
"8308",11170,268709
"8309",11000,26568
"8310",3263,15458
"8311",55238,234595
"8313",7941,27226
